dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
01-10-1944,26.829,0.249,Calcutta,India,23.31N,88.25E
01-11-1944,22.947,0.375,Calcutta,India,23.31N,88.25E
01-12-1944,20.467,0.393,Calcutta,India,23.31N,88.25E
01-01-1945,18.086,0.309,Calcutta,India,23.31N,88.25E
01-02-1945,20.836,0.314,Calcutta,India,23.31N,88.25E
01-03-1945,27.598,0.209,Calcutta,India,23.31N,88.25E
01-04-1945,28.908,0.27,Calcutta,India,23.31N,88.25E
01-05-1945,30.38,0.317,Calcutta,India,23.31N,88.25E
01-06-1945,30.33,0.323,Calcutta,India,23.31N,88.25E
01-07-1945,29.265,0.327,Calcutta,India,23.31N,88.25E
01-08-1945,29.371,0.233,Calcutta,India,23.31N,88.25E
01-09-1945,29.054,0.252,Calcutta,India,23.31N,88.25E
01-10-1945,26.513,0.199,Calcutta,India,23.31N,88.25E
01-11-1945,22.937,0.276,Calcutta,India,23.31N,88.25E
01-12-1945,18.501,0.231,Calcutta,India,23.31N,88.25E
01-01-1946,19.01,0.411,Calcutta,India,23.31N,88.25E
01-02-1946,23.3,0.204,Calcutta,India,23.31N,88.25E
01-03-1946,26.868,0.449,Calcutta,India,23.31N,88.25E
01-04-1946,27.447,0.343,Calcutta,India,23.31N,88.25E
01-05-1946,30.014,0.176,Calcutta,India,23.31N,88.25E
01-06-1946,29.863,0.288,Calcutta,India,23.31N,88.25E
01-07-1946,28.829,0.2,Calcutta,India,23.31N,88.25E
01-08-1946,28.987,0.183,Calcutta,India,23.31N,88.25E
01-09-1946,28.831,0.212,Calcutta,India,23.31N,88.25E
01-10-1946,26.645,0.348,Calcutta,India,23.31N,88.25E
01-11-1946,23.891,0.477,Calcutta,India,23.31N,88.25E
01-12-1946,19.915,0.26,Calcutta,India,23.31N,88.25E
01-01-1947,18.986,0.345,Calcutta,India,23.31N,88.25E
01-02-1947,21.469,0.432,Calcutta,India,23.31N,88.25E
01-03-1947,27.039,0.256,Calcutta,India,23.31N,88.25E
01-04-1947,31.436,0.363,Calcutta,India,23.31N,88.25E
01-05-1947,31.094,0.36,Calcutta,India,23.31N,88.25E
01-06-1947,30.576,0.266,Calcutta,India,23.31N,88.25E
01-07-1947,29.15,0.09,Calcutta,India,23.31N,88.25E
01-08-1947,28.976,0.228,Calcutta,India,23.31N,88.25E
01-09-1947,28.903,0.056,Calcutta,India,23.31N,88.25E
01-10-1947,26.895,0.179,Calcutta,India,23.31N,88.25E
01-11-1947,23.552,0.292,Calcutta,India,23.31N,88.25E
01-12-1947,19.784,0.151,Calcutta,India,23.31N,88.25E
01-01-1948,19.77,0.32,Calcutta,India,23.31N,88.25E
01-02-1948,21.832,0.335,Calcutta,India,23.31N,88.25E
01-03-1948,26.176,0.289,Calcutta,India,23.31N,88.25E
01-04-1948,29.907,0.262,Calcutta,India,23.31N,88.25E
01-05-1948,30.205,0.175,Calcutta,India,23.31N,88.25E
01-06-1948,30.579,0.152,Calcutta,India,23.31N,88.25E
01-07-1948,29.011,0.302,Calcutta,India,23.31N,88.25E
01-08-1948,28.773,0.271,Calcutta,India,23.31N,88.25E
01-09-1948,28.816,0.147,Calcutta,India,23.31N,88.25E
01-10-1948,27.209,0.206,Calcutta,India,23.31N,88.25E
01-11-1948,23.92,0.078,Calcutta,India,23.31N,88.25E
01-12-1948,18.782,0.163,Calcutta,India,23.31N,88.25E
01-01-1949,19.402,0.248,Calcutta,India,23.31N,88.25E
01-02-1949,21.233,0.281,Calcutta,India,23.31N,88.25E
01-03-1949,27.071,0.364,Calcutta,India,23.31N,88.25E
01-04-1949,28.117,0.155,Calcutta,India,23.31N,88.25E
01-05-1949,29.017,0.515,Calcutta,India,23.31N,88.25E
01-06-1949,30.146,0.267,Calcutta,India,23.31N,88.25E
01-07-1949,29.054,0.116,Calcutta,India,23.31N,88.25E
01-08-1949,28.95,0.161,Calcutta,India,23.31N,88.25E
01-09-1949,29.065,0.211,Calcutta,India,23.31N,88.25E
01-10-1949,28.018,0.145,Calcutta,India,23.31N,88.25E
01-11-1949,22.234,0.274,Calcutta,India,23.31N,88.25E
01-12-1949,18.177,0.372,Calcutta,India,23.31N,88.25E
01-01-1950,19.263,0.345,Calcutta,India,23.31N,88.25E
01-02-1950,21.457,0.18,Calcutta,India,23.31N,88.25E
01-03-1950,26.337,0.302,Calcutta,India,23.31N,88.25E
01-04-1950,30.515,0.418,Calcutta,India,23.31N,88.25E
01-05-1950,31.057,0.235,Calcutta,India,23.31N,88.25E
01-06-1950,29.782,0.2,Calcutta,India,23.31N,88.25E
01-07-1950,28.931,0.164,Calcutta,India,23.31N,88.25E
01-08-1950,28.559,0.175,Calcutta,India,23.31N,88.25E
01-09-1950,29.084,0.092,Calcutta,India,23.31N,88.25E
01-10-1950,26.938,0.157,Calcutta,India,23.31N,88.25E
01-11-1950,22.458,0.423,Calcutta,India,23.31N,88.25E
01-12-1950,19.536,0.328,Calcutta,India,23.31N,88.25E
01-01-1951,18.304,0.198,Calcutta,India,23.31N,88.25E
01-02-1951,21.944,0.272,Calcutta,India,23.31N,88.25E
01-03-1951,26.871,0.188,Calcutta,India,23.31N,88.25E
01-04-1951,30.185,0.381,Calcutta,India,23.31N,88.25E
01-05-1951,31.488,0.431,Calcutta,India,23.31N,88.25E
01-06-1951,30.399,0.546,Calcutta,India,23.31N,88.25E
01-07-1951,29.125,0.238,Calcutta,India,23.31N,88.25E
01-08-1951,29.38,0.288,Calcutta,India,23.31N,88.25E
01-09-1951,29.457,0.335,Calcutta,India,23.31N,88.25E
01-10-1951,28.49,0.227,Calcutta,India,23.31N,88.25E
01-11-1951,23.936,0.513,Calcutta,India,23.31N,88.25E
01-12-1951,20.303,0.509,Calcutta,India,23.31N,88.25E
01-01-1952,19.903,0.334,Calcutta,India,23.31N,88.25E
01-02-1952,23.326,0.247,Calcutta,India,23.31N,88.25E
01-03-1952,25.894,0.427,Calcutta,India,23.31N,88.25E
01-04-1952,29.312,0.158,Calcutta,India,23.31N,88.25E
01-05-1952,30.275,0.202,Calcutta,India,23.31N,88.25E
01-06-1952,30.445,0.149,Calcutta,India,23.31N,88.25E
01-07-1952,28.822,0.208,Calcutta,India,23.31N,88.25E
01-08-1952,28.985,0.185,Calcutta,India,23.31N,88.25E
01-09-1952,28.976,0.276,Calcutta,India,23.31N,88.25E
01-10-1952,27.451,0.139,Calcutta,India,23.31N,88.25E
01-11-1952,23.722,0.311,Calcutta,India,23.31N,88.25E
01-12-1952,19.567,0.197,Calcutta,India,23.31N,88.25E
01-01-1953,18.408,0.191,Calcutta,India,23.31N,88.25E
01-02-1953,22.96,0.252,Calcutta,India,23.31N,88.25E
01-03-1953,28.785,0.278,Calcutta,India,23.31N,88.25E
01-04-1953,31.071,0.286,Calcutta,India,23.31N,88.25E
01-05-1953,31.491,0.197,Calcutta,India,23.31N,88.25E
01-06-1953,29.838,0.252,Calcutta,India,23.31N,88.25E
01-07-1953,28.954,0.249,Calcutta,India,23.31N,88.25E
01-08-1953,29.024,0.132,Calcutta,India,23.31N,88.25E
01-09-1953,28.77,0.094,Calcutta,India,23.31N,88.25E
01-10-1953,27.337,0.195,Calcutta,India,23.31N,88.25E
01-11-1953,23.199,0.12,Calcutta,India,23.31N,88.25E
01-12-1953,21.052,0.194,Calcutta,India,23.31N,88.25E
01-01-1954,17.956,0.29,Calcutta,India,23.31N,88.25E
01-02-1954,23.671,0.268,Calcutta,India,23.31N,88.25E
01-03-1954,27.321,0.355,Calcutta,India,23.31N,88.25E
01-04-1954,32.037,0.328,Calcutta,India,23.31N,88.25E
01-05-1954,31.684,0.269,Calcutta,India,23.31N,88.25E
01-06-1954,29.228,0.334,Calcutta,India,23.31N,88.25E
01-07-1954,29.196,0.342,Calcutta,India,23.31N,88.25E
01-08-1954,29.098,0.212,Calcutta,India,23.31N,88.25E
01-09-1954,29.07,0.275,Calcutta,India,23.31N,88.25E
01-10-1954,26.509,0.289,Calcutta,India,23.31N,88.25E
01-11-1954,22.037,0.212,Calcutta,India,23.31N,88.25E
01-12-1954,19.631,0.232,Calcutta,India,23.31N,88.25E
01-01-1955,18.795,0.264,Calcutta,India,23.31N,88.25E
01-02-1955,21.632,0.329,Calcutta,India,23.31N,88.25E
01-03-1955,27.952,0.183,Calcutta,India,23.31N,88.25E
01-04-1955,29.81,0.354,Calcutta,India,23.31N,88.25E
01-05-1955,31.669,0.374,Calcutta,India,23.31N,88.25E
01-06-1955,30.104,0.237,Calcutta,India,23.31N,88.25E
01-07-1955,28.808,0.267,Calcutta,India,23.31N,88.25E
01-08-1955,28.673,0.205,Calcutta,India,23.31N,88.25E
01-09-1955,29.075,0.181,Calcutta,India,23.31N,88.25E
01-10-1955,27.423,0.23,Calcutta,India,23.31N,88.25E
01-11-1955,23.471,0.314,Calcutta,India,23.31N,88.25E
01-12-1955,19.171,0.195,Calcutta,India,23.31N,88.25E
01-01-1956,19.342,0.223,Calcutta,India,23.31N,88.25E
01-02-1956,20.802,0.225,Calcutta,India,23.31N,88.25E
01-03-1956,27.308,0.257,Calcutta,India,23.31N,88.25E
01-04-1956,30.674,0.269,Calcutta,India,23.31N,88.25E
01-05-1956,30.914,0.379,Calcutta,India,23.31N,88.25E
01-06-1956,28.473,0.192,Calcutta,India,23.31N,88.25E
01-07-1956,28.756,0.215,Calcutta,India,23.31N,88.25E
01-08-1956,28.867,0.249,Calcutta,India,23.31N,88.25E
01-09-1956,28.457,0.206,Calcutta,India,23.31N,88.25E
01-10-1956,27.192,0.154,Calcutta,India,23.31N,88.25E
01-11-1956,22.915,0.349,Calcutta,India,23.31N,88.25E
01-12-1956,20.001,0.358,Calcutta,India,23.31N,88.25E
01-01-1957,19.514,0.403,Calcutta,India,23.31N,88.25E
01-02-1957,20.854,0.378,Calcutta,India,23.31N,88.25E
01-03-1957,25.758,0.392,Calcutta,India,23.31N,88.25E
01-04-1957,30.62,0.396,Calcutta,India,23.31N,88.25E
01-05-1957,32.815,0.429,Calcutta,India,23.31N,88.25E
01-06-1957,31.025,0.331,Calcutta,India,23.31N,88.25E
01-07-1957,28.949,0.317,Calcutta,India,23.31N,88.25E
01-08-1957,29.482,0.741,Calcutta,India,23.31N,88.25E
01-09-1957,29.26,0.541,Calcutta,India,23.31N,88.25E
01-10-1957,27.629,0.272,Calcutta,India,23.31N,88.25E
01-11-1957,23.357,0.415,Calcutta,India,23.31N,88.25E
01-12-1957,20.236,0.328,Calcutta,India,23.31N,88.25E
01-01-1958,20.777,0.308,Calcutta,India,23.31N,88.25E
01-02-1958,22.21,0.357,Calcutta,India,23.31N,88.25E
01-03-1958,27.532,0.536,Calcutta,India,23.31N,88.25E
01-04-1958,30.96,0.49,Calcutta,India,23.31N,88.25E
01-05-1958,31.998,0.556,Calcutta,India,23.31N,88.25E
01-06-1958,31.859,0.363,Calcutta,India,23.31N,88.25E
01-07-1958,29.536,0.45,Calcutta,India,23.31N,88.25E
01-08-1958,29.053,0.295,Calcutta,India,23.31N,88.25E
01-09-1958,29.224,0.181,Calcutta,India,23.31N,88.25E
01-10-1958,28.073,0.394,Calcutta,India,23.31N,88.25E
01-11-1958,24.345,0.283,Calcutta,India,23.31N,88.25E
01-12-1958,20.682,0.286,Calcutta,India,23.31N,88.25E
01-01-1959,19.63,0.296,Calcutta,India,23.31N,88.25E
01-02-1959,21.284,0.382,Calcutta,India,23.31N,88.25E
01-03-1959,26.82,0.452,Calcutta,India,23.31N,88.25E
01-04-1959,30.623,0.254,Calcutta,India,23.31N,88.25E
01-05-1959,31.386,0.283,Calcutta,India,23.31N,88.25E
01-06-1959,30.027,0.245,Calcutta,India,23.31N,88.25E
01-07-1959,29.117,0.421,Calcutta,India,23.31N,88.25E
01-08-1959,28.915,0.281,Calcutta,India,23.31N,88.25E
01-09-1959,28.439,0.308,Calcutta,India,23.31N,88.25E
01-10-1959,26.955,0.644,Calcutta,India,23.31N,88.25E
01-11-1959,22.861,0.264,Calcutta,India,23.31N,88.25E
01-12-1959,19.563,0.175,Calcutta,India,23.31N,88.25E
01-01-1960,18.725,0.301,Calcutta,India,23.31N,88.25E
01-02-1960,23.434,0.467,Calcutta,India,23.31N,88.25E
01-03-1960,25.88,0.235,Calcutta,India,23.31N,88.25E
01-04-1960,31.516,0.312,Calcutta,India,23.31N,88.25E
01-05-1960,31.667,0.423,Calcutta,India,23.31N,88.25E
01-06-1960,30.677,0.541,Calcutta,India,23.31N,88.25E
01-07-1960,28.617,0.272,Calcutta,India,23.31N,88.25E
01-08-1960,29.37,0.266,Calcutta,India,23.31N,88.25E
01-09-1960,28.917,0.231,Calcutta,India,23.31N,88.25E
01-10-1960,27.561,0.154,Calcutta,India,23.31N,88.25E
01-11-1960,22.743,0.279,Calcutta,India,23.31N,88.25E
01-12-1960,19.971,0.27,Calcutta,India,23.31N,88.25E
01-01-1961,19.664,0.217,Calcutta,India,23.31N,88.25E
01-02-1961,20.183,0.279,Calcutta,India,23.31N,88.25E
01-03-1961,28.186,0.318,Calcutta,India,23.31N,88.25E
01-04-1961,31.04,0.342,Calcutta,India,23.31N,88.25E
01-05-1961,31.409,0.455,Calcutta,India,23.31N,88.25E
01-06-1961,29.84,0.451,Calcutta,India,23.31N,88.25E
01-07-1961,29.051,0.322,Calcutta,India,23.31N,88.25E
01-08-1961,29.197,0.194,Calcutta,India,23.31N,88.25E
01-09-1961,28.833,0.117,Calcutta,India,23.31N,88.25E
01-10-1961,27.113,0.327,Calcutta,India,23.31N,88.25E
01-11-1961,22.496,0.175,Calcutta,India,23.31N,88.25E
01-12-1961,17.532,0.133,Calcutta,India,23.31N,88.25E
01-01-1962,17.71,0.28,Calcutta,India,23.31N,88.25E
01-02-1962,22.052,0.375,Calcutta,India,23.31N,88.25E
01-03-1962,26.803,0.331,Calcutta,India,23.31N,88.25E
01-04-1962,30.105,0.24,Calcutta,India,23.31N,88.25E
01-05-1962,30.671,0.385,Calcutta,India,23.31N,88.25E
01-06-1962,29.868,0.708,Calcutta,India,23.31N,88.25E
01-07-1962,29.751,0.318,Calcutta,India,23.31N,88.25E
01-08-1962,28.914,0.253,Calcutta,India,23.31N,88.25E
01-09-1962,29.071,0.321,Calcutta,India,23.31N,88.25E
01-10-1962,26.633,0.451,Calcutta,India,23.31N,88.25E
01-11-1962,23.061,0.434,Calcutta,India,23.31N,88.25E
01-12-1962,19.566,0.451,Calcutta,India,23.31N,88.25E
01-01-1963,18.194,0.303,Calcutta,India,23.31N,88.25E
01-02-1963,23.238,0.309,Calcutta,India,23.31N,88.25E
01-03-1963,26.79,0.178,Calcutta,India,23.31N,88.25E
01-04-1963,29.269,0.194,Calcutta,India,23.31N,88.25E
01-05-1963,29.574,0.457,Calcutta,India,23.31N,88.25E
01-06-1963,29.842,0.294,Calcutta,India,23.31N,88.25E
01-07-1963,29.235,0.25,Calcutta,India,23.31N,88.25E
01-08-1963,29.277,0.171,Calcutta,India,23.31N,88.25E
01-09-1963,29.255,0.387,Calcutta,India,23.31N,88.25E
01-10-1963,27.52,0.365,Calcutta,India,23.31N,88.25E
01-11-1963,23.946,0.388,Calcutta,India,23.31N,88.25E
01-12-1963,20.099,0.292,Calcutta,India,23.31N,88.25E
01-01-1964,19.106,0.193,Calcutta,India,23.31N,88.25E
01-02-1964,22.64,0.428,Calcutta,India,23.31N,88.25E
01-03-1964,28.226,0.315,Calcutta,India,23.31N,88.25E
01-04-1964,30.011,0.355,Calcutta,India,23.31N,88.25E
01-05-1964,30.456,0.39,Calcutta,India,23.31N,88.25E
01-06-1964,30.74,0.394,Calcutta,India,23.31N,88.25E
01-07-1964,28.392,0.197,Calcutta,India,23.31N,88.25E
01-08-1964,29.125,0.269,Calcutta,India,23.31N,88.25E
01-09-1964,29.137,0.132,Calcutta,India,23.31N,88.25E
01-10-1964,27.726,0.315,Calcutta,India,23.31N,88.25E
01-11-1964,23.767,0.191,Calcutta,India,23.31N,88.25E
01-12-1964,20.117,0.159,Calcutta,India,23.31N,88.25E
01-01-1965,19.56,0.395,Calcutta,India,23.31N,88.25E
01-02-1965,21.945,0.278,Calcutta,India,23.31N,88.25E
01-03-1965,25.64,0.322,Calcutta,India,23.31N,88.25E
01-04-1965,29.633,0.333,Calcutta,India,23.31N,88.25E
01-05-1965,31.366,0.581,Calcutta,India,23.31N,88.25E
01-06-1965,30.828,0.42,Calcutta,India,23.31N,88.25E
01-07-1965,28.805,0.144,Calcutta,India,23.31N,88.25E
01-08-1965,28.541,0.337,Calcutta,India,23.31N,88.25E
01-09-1965,28.854,0.188,Calcutta,India,23.31N,88.25E
01-10-1965,27.322,0.348,Calcutta,India,23.31N,88.25E
01-11-1965,24.011,0.29,Calcutta,India,23.31N,88.25E
01-12-1965,19.38,0.432,Calcutta,India,23.31N,88.25E
01-01-1966,18.929,0.373,Calcutta,India,23.31N,88.25E
01-02-1966,23.406,0.355,Calcutta,India,23.31N,88.25E
01-03-1966,27.213,0.376,Calcutta,India,23.31N,88.25E
01-04-1966,31.14,0.314,Calcutta,India,23.31N,88.25E
01-05-1966,32.305,0.356,Calcutta,India,23.31N,88.25E
01-06-1966,30.197,0.614,Calcutta,India,23.31N,88.25E
01-07-1966,29.554,0.233,Calcutta,India,23.31N,88.25E
01-08-1966,29.134,0.326,Calcutta,India,23.31N,88.25E
01-09-1966,28.908,0.518,Calcutta,India,23.31N,88.25E
01-10-1966,26.913,0.651,Calcutta,India,23.31N,88.25E
01-11-1966,24.343,0.263,Calcutta,India,23.31N,88.25E
01-12-1966,19.264,0.404,Calcutta,India,23.31N,88.25E
01-01-1967,19.135,0.544,Calcutta,India,23.31N,88.25E
01-02-1967,22.96,0.322,Calcutta,India,23.31N,88.25E
01-03-1967,25.741,0.241,Calcutta,India,23.31N,88.25E
01-04-1967,28.779,0.24,Calcutta,India,23.31N,88.25E
01-05-1967,31.131,0.386,Calcutta,India,23.31N,88.25E
01-06-1967,30.739,0.23,Calcutta,India,23.31N,88.25E
01-07-1967,29.318,0.338,Calcutta,India,23.31N,88.25E
01-08-1967,28.847,0.269,Calcutta,India,23.31N,88.25E
01-09-1967,28.689,0.166,Calcutta,India,23.31N,88.25E
01-10-1967,27.009,0.2,Calcutta,India,23.31N,88.25E
01-11-1967,22.634,0.51,Calcutta,India,23.31N,88.25E
01-12-1967,20.821,0.256,Calcutta,India,23.31N,88.25E
01-01-1968,18.89,0.308,Calcutta,India,23.31N,88.25E
01-02-1968,21.096,0.331,Calcutta,India,23.31N,88.25E
01-03-1968,26.935,0.303,Calcutta,India,23.31N,88.25E
01-04-1968,29.84,0.289,Calcutta,India,23.31N,88.25E
01-05-1968,31.554,0.316,Calcutta,India,23.31N,88.25E
01-06-1968,28.671,0.352,Calcutta,India,23.31N,88.25E
01-07-1968,28.901,0.431,Calcutta,India,23.31N,88.25E
01-08-1968,28.9,0.286,Calcutta,India,23.31N,88.25E
01-09-1968,29.666,0.154,Calcutta,India,23.31N,88.25E
01-10-1968,26.794,0.21,Calcutta,India,23.31N,88.25E
01-11-1968,23.337,0.269,Calcutta,India,23.31N,88.25E
01-12-1968,19.272,0.413,Calcutta,India,23.31N,88.25E
01-01-1969,18.552,0.311,Calcutta,India,23.31N,88.25E
01-02-1969,22.635,0.381,Calcutta,India,23.31N,88.25E
01-03-1969,28.012,0.462,Calcutta,India,23.31N,88.25E
01-04-1969,30.609,0.478,Calcutta,India,23.31N,88.25E
01-05-1969,30.718,0.215,Calcutta,India,23.31N,88.25E
01-06-1969,30.563,0.229,Calcutta,India,23.31N,88.25E
01-07-1969,29.21,0.307,Calcutta,India,23.31N,88.25E
01-08-1969,28.506,0.288,Calcutta,India,23.31N,88.25E
01-09-1969,28.785,0.249,Calcutta,India,23.31N,88.25E
01-10-1969,27.308,0.325,Calcutta,India,23.31N,88.25E
01-11-1969,24.193,0.244,Calcutta,India,23.31N,88.25E
01-12-1969,19.775,0.239,Calcutta,India,23.31N,88.25E
01-01-1970,19.162,0.317,Calcutta,India,23.31N,88.25E
01-02-1970,22.259,0.166,Calcutta,India,23.31N,88.25E
01-03-1970,27.014,0.389,Calcutta,India,23.31N,88.25E
01-04-1970,30.776,0.537,Calcutta,India,23.31N,88.25E
01-05-1970,31.725,0.508,Calcutta,India,23.31N,88.25E
01-06-1970,29.685,0.543,Calcutta,India,23.31N,88.25E
01-07-1970,29.011,0.24,Calcutta,India,23.31N,88.25E
01-08-1970,29.181,0.245,Calcutta,India,23.31N,88.25E
01-09-1970,28.646,0.203,Calcutta,India,23.31N,88.25E
01-10-1970,27.258,0.322,Calcutta,India,23.31N,88.25E
01-11-1970,23.146,0.309,Calcutta,India,23.31N,88.25E
01-12-1970,19.006,0.402,Calcutta,India,23.31N,88.25E
01-01-1971,19.055,0.233,Calcutta,India,23.31N,88.25E
01-02-1971,21.323,0.321,Calcutta,India,23.31N,88.25E
01-03-1971,26.022,0.286,Calcutta,India,23.31N,88.25E
01-04-1971,27.732,0.42,Calcutta,India,23.31N,88.25E
01-05-1971,29.26,0.382,Calcutta,India,23.31N,88.25E
01-06-1971,28.935,0.304,Calcutta,India,23.31N,88.25E
01-07-1971,28.388,0.277,Calcutta,India,23.31N,88.25E
01-08-1971,27.734,0.28,Calcutta,India,23.31N,88.25E
01-09-1971,29.012,0.227,Calcutta,India,23.31N,88.25E
01-10-1971,27.278,0.454,Calcutta,India,23.31N,88.25E
01-11-1971,22.862,0.335,Calcutta,India,23.31N,88.25E
01-12-1971,19.692,0.334,Calcutta,India,23.31N,88.25E
01-01-1972,18.878,0.442,Calcutta,India,23.31N,88.25E
01-02-1972,19.54,0.282,Calcutta,India,23.31N,88.25E
01-03-1972,27.11,0.241,Calcutta,India,23.31N,88.25E
01-04-1972,30.081,0.431,Calcutta,India,23.31N,88.25E
01-05-1972,31.853,0.536,Calcutta,India,23.31N,88.25E
01-06-1972,30.969,0.217,Calcutta,India,23.31N,88.25E
01-07-1972,29.556,0.325,Calcutta,India,23.31N,88.25E
01-08-1972,28.533,0.429,Calcutta,India,23.31N,88.25E
01-09-1972,29.03,0.341,Calcutta,India,23.31N,88.25E
01-10-1972,27.441,0.286,Calcutta,India,23.31N,88.25E
01-11-1972,23.842,0.308,Calcutta,India,23.31N,88.25E
01-12-1972,20.26,0.323,Calcutta,India,23.31N,88.25E
01-01-1973,20.106,0.445,Calcutta,India,23.31N,88.25E
01-02-1973,23.446,0.429,Calcutta,India,23.31N,88.25E
01-03-1973,26.108,0.346,Calcutta,India,23.31N,88.25E
01-04-1973,31.242,0.802,Calcutta,India,23.31N,88.25E
01-05-1973,30.093,0.257,Calcutta,India,23.31N,88.25E
01-06-1973,29.986,0.278,Calcutta,India,23.31N,88.25E
01-07-1973,29.056,0.432,Calcutta,India,23.31N,88.25E
01-08-1973,28.863,0.29,Calcutta,India,23.31N,88.25E
01-09-1973,28.45,0.18,Calcutta,India,23.31N,88.25E
01-10-1973,26.983,0.303,Calcutta,India,23.31N,88.25E
01-11-1973,23.353,0.235,Calcutta,India,23.31N,88.25E
01-12-1973,18.999,0.196,Calcutta,India,23.31N,88.25E
01-01-1974,18.56,0.239,Calcutta,India,23.31N,88.25E
01-02-1974,21.518,0.285,Calcutta,India,23.31N,88.25E
01-03-1974,26.937,0.229,Calcutta,India,23.31N,88.25E
01-04-1974,30.022,0.359,Calcutta,India,23.31N,88.25E
01-05-1974,30.418,0.433,Calcutta,India,23.31N,88.25E
01-06-1974,30.496,0.326,Calcutta,India,23.31N,88.25E
01-07-1974,28.27,0.226,Calcutta,India,23.31N,88.25E
01-08-1974,29.241,0.236,Calcutta,India,23.31N,88.25E
01-09-1974,28.516,0.298,Calcutta,India,23.31N,88.25E
01-10-1974,28.239,0.166,Calcutta,India,23.31N,88.25E
01-11-1974,24.554,0.365,Calcutta,India,23.31N,88.25E
01-12-1974,18.67,0.251,Calcutta,India,23.31N,88.25E
01-01-1975,18.501,0.284,Calcutta,India,23.31N,88.25E
01-02-1975,22.06,0.255,Calcutta,India,23.31N,88.25E
01-03-1975,27.383,0.192,Calcutta,India,23.31N,88.25E
01-04-1975,30.728,0.622,Calcutta,India,23.31N,88.25E
01-05-1975,31.365,0.27,Calcutta,India,23.31N,88.25E
01-06-1975,30.42,0.441,Calcutta,India,23.31N,88.25E
01-07-1975,28.395,0.263,Calcutta,India,23.31N,88.25E
01-08-1975,28.898,0.539,Calcutta,India,23.31N,88.25E
01-09-1975,28.721,0.471,Calcutta,India,23.31N,88.25E
01-10-1975,28.25,0.355,Calcutta,India,23.31N,88.25E
01-11-1975,22.763,0.283,Calcutta,India,23.31N,88.25E
01-12-1975,18.778,0.225,Calcutta,India,23.31N,88.25E
01-01-1976,19.039,0.305,Calcutta,India,23.31N,88.25E
01-02-1976,22.62,0.296,Calcutta,India,23.31N,88.25E
01-03-1976,27.649,0.165,Calcutta,India,23.31N,88.25E
01-04-1976,30.125,0.417,Calcutta,India,23.31N,88.25E
01-05-1976,30.015,0.584,Calcutta,India,23.31N,88.25E
01-06-1976,30.083,0.584,Calcutta,India,23.31N,88.25E
01-07-1976,29.054,0.25,Calcutta,India,23.31N,88.25E
01-08-1976,28.403,0.298,Calcutta,India,23.31N,88.25E
01-09-1976,28.7,0.317,Calcutta,India,23.31N,88.25E
01-10-1976,27.696,0.298,Calcutta,India,23.31N,88.25E
01-11-1976,25.427,0.423,Calcutta,India,23.31N,88.25E
01-12-1976,19.606,0.298,Calcutta,India,23.31N,88.25E
01-01-1977,18.703,0.253,Calcutta,India,23.31N,88.25E
01-02-1977,21.962,0.239,Calcutta,India,23.31N,88.25E
01-03-1977,28.639,0.492,Calcutta,India,23.31N,88.25E
01-04-1977,29.283,0.445,Calcutta,India,23.31N,88.25E
01-05-1977,28.914,0.309,Calcutta,India,23.31N,88.25E
01-06-1977,29.083,0.431,Calcutta,India,23.31N,88.25E
01-07-1977,28.922,0.412,Calcutta,India,23.31N,88.25E
01-08-1977,29.286,0.229,Calcutta,India,23.31N,88.25E
01-09-1977,29.295,0.239,Calcutta,India,23.31N,88.25E
01-10-1977,27.207,0.316,Calcutta,India,23.31N,88.25E
01-11-1977,24.708,0.324,Calcutta,India,23.31N,88.25E
01-12-1977,19.719,0.225,Calcutta,India,23.31N,88.25E
01-01-1978,17.912,0.302,Calcutta,India,23.31N,88.25E
01-02-1978,21.514,0.253,Calcutta,India,23.31N,88.25E
01-03-1978,25.826,0.537,Calcutta,India,23.31N,88.25E
01-04-1978,29.587,0.623,Calcutta,India,23.31N,88.25E
01-05-1978,30.47,0.491,Calcutta,India,23.31N,88.25E
01-06-1978,29.777,0.358,Calcutta,India,23.31N,88.25E
01-07-1978,28.995,0.277,Calcutta,India,23.31N,88.25E
01-08-1978,29.204,0.241,Calcutta,India,23.31N,88.25E
01-09-1978,28.463,0.146,Calcutta,India,23.31N,88.25E
01-10-1978,27.548,0.181,Calcutta,India,23.31N,88.25E
01-11-1978,24.812,0.378,Calcutta,India,23.31N,88.25E
01-12-1978,19.638,0.415,Calcutta,India,23.31N,88.25E
01-01-1979,19.994,0.27,Calcutta,India,23.31N,88.25E
01-02-1979,20.801,0.252,Calcutta,India,23.31N,88.25E
01-03-1979,26.826,0.526,Calcutta,India,23.31N,88.25E
01-04-1979,30.419,0.745,Calcutta,India,23.31N,88.25E
01-05-1979,32.199,0.575,Calcutta,India,23.31N,88.25E
01-06-1979,30.926,0.265,Calcutta,India,23.31N,88.25E
01-07-1979,29.595,0.195,Calcutta,India,23.31N,88.25E
01-08-1979,29.569,0.209,Calcutta,India,23.31N,88.25E
01-09-1979,29.369,0.24,Calcutta,India,23.31N,88.25E
01-10-1979,27.956,0.153,Calcutta,India,23.31N,88.25E
01-11-1979,26.212,0.279,Calcutta,India,23.31N,88.25E
01-12-1979,20.074,0.318,Calcutta,India,23.31N,88.25E
