dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
01-03-1902,28.76,0.466,Ahmadabad,India,23.31N,72.52E
01-04-1902,31.763,0.261,Ahmadabad,India,23.31N,72.52E
01-05-1902,33.309,0.495,Ahmadabad,India,23.31N,72.52E
01-06-1902,31.796,0.453,Ahmadabad,India,23.31N,72.52E
01-07-1902,29.981,0.548,Ahmadabad,India,23.31N,72.52E
01-08-1902,28.518,0.403,Ahmadabad,India,23.31N,72.52E
01-09-1902,27.775,0.278,Ahmadabad,India,23.31N,72.52E
01-10-1902,27.695,0.387,Ahmadabad,India,23.31N,72.52E
01-11-1902,24.145,0.294,Ahmadabad,India,23.31N,72.52E
01-12-1902,20.103,0.51,Ahmadabad,India,23.31N,72.52E
01-01-1903,19.077,0.449,Ahmadabad,India,23.31N,72.52E
01-02-1903,20.593,0.494,Ahmadabad,India,23.31N,72.52E
01-03-1903,24.608,0.525,Ahmadabad,India,23.31N,72.52E
01-04-1903,29.441,0.515,Ahmadabad,India,23.31N,72.52E
01-05-1903,33.059,0.498,Ahmadabad,India,23.31N,72.52E
01-06-1903,32.906,0.23,Ahmadabad,India,23.31N,72.52E
01-07-1903,29.68,0.591,Ahmadabad,India,23.31N,72.52E
01-08-1903,27.678,0.372,Ahmadabad,India,23.31N,72.52E
01-09-1903,28.076,0.585,Ahmadabad,India,23.31N,72.52E
01-10-1903,27.643,0.611,Ahmadabad,India,23.31N,72.52E
01-11-1903,22.887,0.824,Ahmadabad,India,23.31N,72.52E
01-12-1903,19.664,0.812,Ahmadabad,India,23.31N,72.52E
01-01-1904,19.596,0.805,Ahmadabad,India,23.31N,72.52E
01-02-1904,22.331,0.915,Ahmadabad,India,23.31N,72.52E
01-03-1904,25.487,0.309,Ahmadabad,India,23.31N,72.52E
01-04-1904,31.3,0.194,Ahmadabad,India,23.31N,72.52E
01-05-1904,33.127,0.402,Ahmadabad,India,23.31N,72.52E
01-06-1904,31.329,0.44,Ahmadabad,India,23.31N,72.52E
01-07-1904,27.991,0.578,Ahmadabad,India,23.31N,72.52E
01-08-1904,27.271,0.728,Ahmadabad,India,23.31N,72.52E
01-09-1904,28.158,0.274,Ahmadabad,India,23.31N,72.52E
01-10-1904,28.002,0.416,Ahmadabad,India,23.31N,72.52E
01-11-1904,24.118,0.41,Ahmadabad,India,23.31N,72.52E
01-12-1904,20.757,0.49,Ahmadabad,India,23.31N,72.52E
01-01-1905,18.006,0.632,Ahmadabad,India,23.31N,72.52E
01-02-1905,17.965,0.812,Ahmadabad,India,23.31N,72.52E
01-03-1905,23.919,0.648,Ahmadabad,India,23.31N,72.52E
01-04-1905,28.851,0.254,Ahmadabad,India,23.31N,72.52E
01-05-1905,34.486,0.449,Ahmadabad,India,23.31N,72.52E
01-06-1905,32.138,0.678,Ahmadabad,India,23.31N,72.52E
01-07-1905,28.692,0.704,Ahmadabad,India,23.31N,72.52E
01-08-1905,28.081,1.12,Ahmadabad,India,23.31N,72.52E
01-09-1905,28.431,0.707,Ahmadabad,India,23.31N,72.52E
01-10-1905,28.388,0.395,Ahmadabad,India,23.31N,72.52E
01-11-1905,25.308,0.462,Ahmadabad,India,23.31N,72.52E
01-12-1905,20.569,0.502,Ahmadabad,India,23.31N,72.52E
01-01-1906,18.166,0.536,Ahmadabad,India,23.31N,72.52E
01-02-1906,19.333,0.807,Ahmadabad,India,23.31N,72.52E
01-03-1906,25.027,0.461,Ahmadabad,India,23.31N,72.52E
01-04-1906,30.048,0.437,Ahmadabad,India,23.31N,72.52E
01-05-1906,33.823,0.413,Ahmadabad,India,23.31N,72.52E
01-06-1906,31.157,0.477,Ahmadabad,India,23.31N,72.52E
01-07-1906,28.627,0.405,Ahmadabad,India,23.31N,72.52E
01-08-1906,27.631,0.348,Ahmadabad,India,23.31N,72.52E
01-09-1906,27.163,0.391,Ahmadabad,India,23.31N,72.52E
01-10-1906,27.373,0.183,Ahmadabad,India,23.31N,72.52E
01-11-1906,24.946,0.276,Ahmadabad,India,23.31N,72.52E
01-12-1906,20.975,0.739,Ahmadabad,India,23.31N,72.52E
01-01-1907,20.869,0.62,Ahmadabad,India,23.31N,72.52E
01-02-1907,20.861,0.414,Ahmadabad,India,23.31N,72.52E
01-03-1907,25.511,0.602,Ahmadabad,India,23.31N,72.52E
01-04-1907,29.331,0.607,Ahmadabad,India,23.31N,72.52E
01-05-1907,31.847,0.443,Ahmadabad,India,23.31N,72.52E
01-06-1907,31.54,0.515,Ahmadabad,India,23.31N,72.52E
01-07-1907,30.251,0.425,Ahmadabad,India,23.31N,72.52E
01-08-1907,26.605,0.51,Ahmadabad,India,23.31N,72.52E
01-09-1907,27.279,0.662,Ahmadabad,India,23.31N,72.52E
01-10-1907,27.417,0.209,Ahmadabad,India,23.31N,72.52E
01-11-1907,25.007,0.397,Ahmadabad,India,23.31N,72.52E
01-12-1907,19.842,0.991,Ahmadabad,India,23.31N,72.52E
01-01-1908,19.391,0.565,Ahmadabad,India,23.31N,72.52E
01-02-1908,21.543,0.575,Ahmadabad,India,23.31N,72.52E
01-03-1908,25.319,0.57,Ahmadabad,India,23.31N,72.52E
01-04-1908,30.733,0.191,Ahmadabad,India,23.31N,72.52E
01-05-1908,32.572,0.309,Ahmadabad,India,23.31N,72.52E
01-06-1908,31.943,0.407,Ahmadabad,India,23.31N,72.52E
01-07-1908,27.554,0.386,Ahmadabad,India,23.31N,72.52E
01-08-1908,26.579,0.592,Ahmadabad,India,23.31N,72.52E
01-09-1908,27.527,0.649,Ahmadabad,India,23.31N,72.52E
01-10-1908,27.127,0.407,Ahmadabad,India,23.31N,72.52E
01-11-1908,23.371,0.49,Ahmadabad,India,23.31N,72.52E
01-12-1908,19.195,0.814,Ahmadabad,India,23.31N,72.52E
01-01-1909,18.691,0.411,Ahmadabad,India,23.31N,72.52E
01-02-1909,21.361,0.455,Ahmadabad,India,23.31N,72.52E
01-03-1909,26.88,0.388,Ahmadabad,India,23.31N,72.52E
01-04-1909,29.42,0.277,Ahmadabad,India,23.31N,72.52E
01-05-1909,32.469,0.435,Ahmadabad,India,23.31N,72.52E
01-06-1909,31.362,0.344,Ahmadabad,India,23.31N,72.52E
01-07-1909,27.804,0.547,Ahmadabad,India,23.31N,72.52E
01-08-1909,26.657,0.435,Ahmadabad,India,23.31N,72.52E
01-09-1909,27.417,1.474,Ahmadabad,India,23.31N,72.52E
01-10-1909,26.804,0.348,Ahmadabad,India,23.31N,72.52E
01-11-1909,24.251,0.471,Ahmadabad,India,23.31N,72.52E
01-12-1909,19.473,0.317,Ahmadabad,India,23.31N,72.52E
01-01-1910,19.204,0.708,Ahmadabad,India,23.31N,72.52E
01-02-1910,22.153,0.499,Ahmadabad,India,23.31N,72.52E
01-03-1910,26.518,0.428,Ahmadabad,India,23.31N,72.52E
01-04-1910,29.645,0.407,Ahmadabad,India,23.31N,72.52E
01-05-1910,32.516,0.244,Ahmadabad,India,23.31N,72.52E
01-06-1910,30.994,0.416,Ahmadabad,India,23.31N,72.52E
01-07-1910,27.814,0.262,Ahmadabad,India,23.31N,72.52E
01-08-1910,27.113,0.473,Ahmadabad,India,23.31N,72.52E
01-09-1910,27.521,0.222,Ahmadabad,India,23.31N,72.52E
01-10-1910,26.696,0.769,Ahmadabad,India,23.31N,72.52E
01-11-1910,22.781,0.58,Ahmadabad,India,23.31N,72.52E
01-12-1910,20.092,0.641,Ahmadabad,India,23.31N,72.52E
01-01-1911,20.038,0.424,Ahmadabad,India,23.31N,72.52E
01-02-1911,21.964,0.816,Ahmadabad,India,23.31N,72.52E
01-03-1911,24.473,0.478,Ahmadabad,India,23.31N,72.52E
01-04-1911,29.815,0.204,Ahmadabad,India,23.31N,72.52E
01-05-1911,33.531,0.288,Ahmadabad,India,23.31N,72.52E
01-06-1911,31.051,0.468,Ahmadabad,India,23.31N,72.52E
01-07-1911,29.583,0.265,Ahmadabad,India,23.31N,72.52E
01-08-1911,27.747,0.381,Ahmadabad,India,23.31N,72.52E
01-09-1911,27.738,0.423,Ahmadabad,India,23.31N,72.52E
01-10-1911,28.138,0.36,Ahmadabad,India,23.31N,72.52E
01-11-1911,23.651,0.325,Ahmadabad,India,23.31N,72.52E
01-12-1911,21.468,1.082,Ahmadabad,India,23.31N,72.52E
01-01-1912,20.908,0.669,Ahmadabad,India,23.31N,72.52E
01-02-1912,22.937,0.39,Ahmadabad,India,23.31N,72.52E
01-03-1912,25.995,0.384,Ahmadabad,India,23.31N,72.52E
01-04-1912,30.978,0.278,Ahmadabad,India,23.31N,72.52E
01-05-1912,33.805,0.484,Ahmadabad,India,23.31N,72.52E
01-06-1912,33.008,0.237,Ahmadabad,India,23.31N,72.52E
01-07-1912,28.955,0.257,Ahmadabad,India,23.31N,72.52E
01-08-1912,27.247,0.381,Ahmadabad,India,23.31N,72.52E
01-09-1912,27.565,0.322,Ahmadabad,India,23.31N,72.52E
01-10-1912,27.531,0.38,Ahmadabad,India,23.31N,72.52E
01-11-1912,23.257,0.274,Ahmadabad,India,23.31N,72.52E
01-12-1912,20.471,1.007,Ahmadabad,India,23.31N,72.52E
01-01-1913,20.013,1.093,Ahmadabad,India,23.31N,72.52E
01-02-1913,21.508,0.328,Ahmadabad,India,23.31N,72.52E
01-03-1913,24.618,0.492,Ahmadabad,India,23.31N,72.52E
01-04-1913,31.246,0.242,Ahmadabad,India,23.31N,72.52E
01-05-1913,32.691,0.247,Ahmadabad,India,23.31N,72.52E
01-06-1913,31.303,0.159,Ahmadabad,India,23.31N,72.52E
01-07-1913,28.338,0.196,Ahmadabad,India,23.31N,72.52E
01-08-1913,26.865,0.759,Ahmadabad,India,23.31N,72.52E
01-09-1913,28.352,1.283,Ahmadabad,India,23.31N,72.52E
01-10-1913,28.137,0.359,Ahmadabad,India,23.31N,72.52E
01-11-1913,24.115,0.563,Ahmadabad,India,23.31N,72.52E
01-12-1913,20.086,0.413,Ahmadabad,India,23.31N,72.52E
01-01-1914,20.79,0.787,Ahmadabad,India,23.31N,72.52E
01-02-1914,20.799,0.528,Ahmadabad,India,23.31N,72.52E
01-03-1914,25.002,0.741,Ahmadabad,India,23.31N,72.52E
01-04-1914,30.256,0.417,Ahmadabad,India,23.31N,72.52E
01-05-1914,33.878,0.505,Ahmadabad,India,23.31N,72.52E
01-06-1914,31.401,0.413,Ahmadabad,India,23.31N,72.52E
01-07-1914,28.288,0.399,Ahmadabad,India,23.31N,72.52E
01-08-1914,27.461,0.451,Ahmadabad,India,23.31N,72.52E
01-09-1914,28.274,0.577,Ahmadabad,India,23.31N,72.52E
01-10-1914,27.69,0.488,Ahmadabad,India,23.31N,72.52E
01-11-1914,25.131,0.851,Ahmadabad,India,23.31N,72.52E
01-12-1914,19.762,0.393,Ahmadabad,India,23.31N,72.52E
01-01-1915,19.3,0.323,Ahmadabad,India,23.31N,72.52E
01-02-1915,20.705,0.468,Ahmadabad,India,23.31N,72.52E
01-03-1915,26.408,0.416,Ahmadabad,India,23.31N,72.52E
01-04-1915,29.953,0.37,Ahmadabad,India,23.31N,72.52E
01-05-1915,33.433,0.514,Ahmadabad,India,23.31N,72.52E
01-06-1915,33.052,0.428,Ahmadabad,India,23.31N,72.52E
01-07-1915,30.129,0.407,Ahmadabad,India,23.31N,72.52E
01-08-1915,28.032,0.353,Ahmadabad,India,23.31N,72.52E
01-09-1915,29.441,0.415,Ahmadabad,India,23.31N,72.52E
01-10-1915,28.129,0.648,Ahmadabad,India,23.31N,72.52E
01-11-1915,24.813,0.451,Ahmadabad,India,23.31N,72.52E
01-12-1915,20.669,0.468,Ahmadabad,India,23.31N,72.52E
01-01-1916,20.569,0.675,Ahmadabad,India,23.31N,72.52E
01-02-1916,20.326,1.001,Ahmadabad,India,23.31N,72.52E
01-03-1916,28.211,1.019,Ahmadabad,India,23.31N,72.52E
01-04-1916,30.554,0.844,Ahmadabad,India,23.31N,72.52E
01-05-1916,33.298,0.699,Ahmadabad,India,23.31N,72.52E
01-06-1916,30.89,0.197,Ahmadabad,India,23.31N,72.52E
01-07-1916,29.629,0.544,Ahmadabad,India,23.31N,72.52E
01-08-1916,27.272,0.312,Ahmadabad,India,23.31N,72.52E
01-09-1916,27.951,0.359,Ahmadabad,India,23.31N,72.52E
01-10-1916,26.65,0.662,Ahmadabad,India,23.31N,72.52E
01-11-1916,22.696,0.228,Ahmadabad,India,23.31N,72.52E
01-12-1916,19.927,0.929,Ahmadabad,India,23.31N,72.52E
01-01-1917,20.419,0.71,Ahmadabad,India,23.31N,72.52E
01-02-1917,22.035,0.443,Ahmadabad,India,23.31N,72.52E
01-03-1917,25.931,0.475,Ahmadabad,India,23.31N,72.52E
01-04-1917,28.88,0.3,Ahmadabad,India,23.31N,72.52E
01-05-1917,30.14,0.277,Ahmadabad,India,23.31N,72.52E
01-06-1917,30.732,0.451,Ahmadabad,India,23.31N,72.52E
01-07-1917,28.006,0.567,Ahmadabad,India,23.31N,72.52E
01-08-1917,27.113,0.407,Ahmadabad,India,23.31N,72.52E
01-09-1917,26.97,0.379,Ahmadabad,India,23.31N,72.52E
01-10-1917,25.873,0.637,Ahmadabad,India,23.31N,72.52E
01-11-1917,21.463,0.93,Ahmadabad,India,23.31N,72.52E
01-12-1917,19.58,0.463,Ahmadabad,India,23.31N,72.52E
01-01-1918,18.499,0.409,Ahmadabad,India,23.31N,72.52E
01-02-1918,22.121,0.406,Ahmadabad,India,23.31N,72.52E
01-03-1918,26.372,0.336,Ahmadabad,India,23.31N,72.52E
01-04-1918,28.956,0.255,Ahmadabad,India,23.31N,72.52E
01-05-1918,33.053,0.512,Ahmadabad,India,23.31N,72.52E
01-06-1918,30.808,0.527,Ahmadabad,India,23.31N,72.52E
01-07-1918,29.378,0.343,Ahmadabad,India,23.31N,72.52E
01-08-1918,27.917,0.311,Ahmadabad,India,23.31N,72.52E
01-09-1918,27.706,0.86,Ahmadabad,India,23.31N,72.52E
01-10-1918,28.109,0.524,Ahmadabad,India,23.31N,72.52E
01-11-1918,25.024,0.501,Ahmadabad,India,23.31N,72.52E
01-12-1918,19.757,0.191,Ahmadabad,India,23.31N,72.52E
01-01-1919,19.498,0.587,Ahmadabad,India,23.31N,72.52E
01-02-1919,21.534,0.453,Ahmadabad,India,23.31N,72.52E
01-03-1919,26.386,0.285,Ahmadabad,India,23.31N,72.52E
01-04-1919,29.822,0.355,Ahmadabad,India,23.31N,72.52E
01-05-1919,33.118,0.161,Ahmadabad,India,23.31N,72.52E
01-06-1919,31.623,0.431,Ahmadabad,India,23.31N,72.52E
01-07-1919,28.649,0.372,Ahmadabad,India,23.31N,72.52E
01-08-1919,27.035,0.335,Ahmadabad,India,23.31N,72.52E
01-09-1919,27.61,0.257,Ahmadabad,India,23.31N,72.52E
01-10-1919,27.312,0.429,Ahmadabad,India,23.31N,72.52E
01-11-1919,24.399,0.364,Ahmadabad,India,23.31N,72.52E
01-12-1919,19.714,0.478,Ahmadabad,India,23.31N,72.52E
01-01-1920,20.308,0.859,Ahmadabad,India,23.31N,72.52E
01-02-1920,21.593,0.525,Ahmadabad,India,23.31N,72.52E
01-03-1920,26.971,0.152,Ahmadabad,India,23.31N,72.52E
01-04-1920,30.155,0.616,Ahmadabad,India,23.31N,72.52E
01-05-1920,31.36,0.125,Ahmadabad,India,23.31N,72.52E
01-06-1920,30.748,0.516,Ahmadabad,India,23.31N,72.52E
01-07-1920,28.122,0.259,Ahmadabad,India,23.31N,72.52E
01-08-1920,27.046,0.388,Ahmadabad,India,23.31N,72.52E
01-09-1920,28.866,0.271,Ahmadabad,India,23.31N,72.52E
01-10-1920,28.707,0.458,Ahmadabad,India,23.31N,72.52E
01-11-1920,25.229,0.608,Ahmadabad,India,23.31N,72.52E
01-12-1920,20.726,1.097,Ahmadabad,India,23.31N,72.52E
01-01-1921,19.996,0.407,Ahmadabad,India,23.31N,72.52E
01-02-1921,21.938,0.42,Ahmadabad,India,23.31N,72.52E
01-03-1921,28.415,0.529,Ahmadabad,India,23.31N,72.52E
01-04-1921,31.958,0.361,Ahmadabad,India,23.31N,72.52E
01-05-1921,33.531,0.227,Ahmadabad,India,23.31N,72.52E
01-06-1921,32.177,0.452,Ahmadabad,India,23.31N,72.52E
01-07-1921,29.871,0.627,Ahmadabad,India,23.31N,72.52E
01-08-1921,27.288,0.335,Ahmadabad,India,23.31N,72.52E
01-09-1921,27.085,0.684,Ahmadabad,India,23.31N,72.52E
01-10-1921,27.213,0.327,Ahmadabad,India,23.31N,72.52E
01-11-1921,23.842,0.432,Ahmadabad,India,23.31N,72.52E
01-12-1921,21.305,0.433,Ahmadabad,India,23.31N,72.52E
01-01-1922,18.914,0.469,Ahmadabad,India,23.31N,72.52E
01-02-1922,22.519,0.54,Ahmadabad,India,23.31N,72.52E
01-03-1922,26.742,0.321,Ahmadabad,India,23.31N,72.52E
01-04-1922,31.303,0.529,Ahmadabad,India,23.31N,72.52E
01-05-1922,32.835,0.434,Ahmadabad,India,23.31N,72.52E
01-06-1922,31.313,0.54,Ahmadabad,India,23.31N,72.52E
01-07-1922,28.754,0.324,Ahmadabad,India,23.31N,72.52E
01-08-1922,27.002,0.578,Ahmadabad,India,23.31N,72.52E
01-09-1922,27.168,0.619,Ahmadabad,India,23.31N,72.52E
01-10-1922,27.073,0.214,Ahmadabad,India,23.31N,72.52E
01-11-1922,23.808,0.235,Ahmadabad,India,23.31N,72.52E
01-12-1922,19.69,0.262,Ahmadabad,India,23.31N,72.52E
01-01-1923,19.948,0.575,Ahmadabad,India,23.31N,72.52E
01-02-1923,20.639,0.695,Ahmadabad,India,23.31N,72.52E
01-03-1923,27.048,0.262,Ahmadabad,India,23.31N,72.52E
01-04-1923,30.296,0.57,Ahmadabad,India,23.31N,72.52E
01-05-1923,31.999,0.598,Ahmadabad,India,23.31N,72.52E
01-06-1923,32.406,0.703,Ahmadabad,India,23.31N,72.52E
01-07-1923,28.93,0.425,Ahmadabad,India,23.31N,72.52E
01-08-1923,26.714,0.203,Ahmadabad,India,23.31N,72.52E
01-09-1923,28.181,0.359,Ahmadabad,India,23.31N,72.52E
01-10-1923,27.287,0.715,Ahmadabad,India,23.31N,72.52E
01-11-1923,23.286,0.341,Ahmadabad,India,23.31N,72.52E
01-12-1923,20.604,0.906,Ahmadabad,India,23.31N,72.52E
01-01-1924,19.228,0.516,Ahmadabad,India,23.31N,72.52E
01-02-1924,21.89,0.701,Ahmadabad,India,23.31N,72.52E
01-03-1924,28.424,0.472,Ahmadabad,India,23.31N,72.52E
01-04-1924,31.214,0.358,Ahmadabad,India,23.31N,72.52E
01-05-1924,32.448,0.255,Ahmadabad,India,23.31N,72.52E
01-06-1924,32.371,0.348,Ahmadabad,India,23.31N,72.52E
01-07-1924,29.1,0.526,Ahmadabad,India,23.31N,72.52E
01-08-1924,27.628,0.387,Ahmadabad,India,23.31N,72.52E
01-09-1924,27.432,0.317,Ahmadabad,India,23.31N,72.52E
01-10-1924,26.449,0.576,Ahmadabad,India,23.31N,72.52E
01-11-1924,22.803,0.327,Ahmadabad,India,23.31N,72.52E
01-12-1924,20.618,0.525,Ahmadabad,India,23.31N,72.52E
01-01-1925,17.684,0.475,Ahmadabad,India,23.31N,72.52E
01-02-1925,20.083,0.496,Ahmadabad,India,23.31N,72.52E
01-03-1925,27.586,1.129,Ahmadabad,India,23.31N,72.52E
01-04-1925,32.331,0.347,Ahmadabad,India,23.31N,72.52E
01-05-1925,32.824,0.287,Ahmadabad,India,23.31N,72.52E
01-06-1925,30.536,0.26,Ahmadabad,India,23.31N,72.52E
01-07-1925,27.889,0.439,Ahmadabad,India,23.31N,72.52E
01-08-1925,27.554,1.033,Ahmadabad,India,23.31N,72.52E
01-09-1925,28.65,0.328,Ahmadabad,India,23.31N,72.52E
01-10-1925,29.321,0.831,Ahmadabad,India,23.31N,72.52E
01-11-1925,24.591,0.467,Ahmadabad,India,23.31N,72.52E
01-12-1925,20.929,0.908,Ahmadabad,India,23.31N,72.52E
01-01-1926,20.292,0.6,Ahmadabad,India,23.31N,72.52E
01-02-1926,24.051,0.594,Ahmadabad,India,23.31N,72.52E
01-03-1926,26.186,0.456,Ahmadabad,India,23.31N,72.52E
01-04-1926,28.513,0.438,Ahmadabad,India,23.31N,72.52E
01-05-1926,32.234,0.524,Ahmadabad,India,23.31N,72.52E
01-06-1926,33.463,0.493,Ahmadabad,India,23.31N,72.52E
01-07-1926,29.563,0.327,Ahmadabad,India,23.31N,72.52E
01-08-1926,27.725,0.503,Ahmadabad,India,23.31N,72.52E
01-09-1926,27.267,0.385,Ahmadabad,India,23.31N,72.52E
01-10-1926,26.905,0.634,Ahmadabad,India,23.31N,72.52E
01-11-1926,22.669,0.598,Ahmadabad,India,23.31N,72.52E
01-12-1926,19.744,0.394,Ahmadabad,India,23.31N,72.52E
01-01-1927,18.192,0.365,Ahmadabad,India,23.31N,72.52E
01-02-1927,20.358,0.199,Ahmadabad,India,23.31N,72.52E
01-03-1927,25.523,0.515,Ahmadabad,India,23.31N,72.52E
01-04-1927,30.191,0.814,Ahmadabad,India,23.31N,72.52E
01-05-1927,32.671,0.181,Ahmadabad,India,23.31N,72.52E
01-06-1927,32.185,0.285,Ahmadabad,India,23.31N,72.52E
01-07-1927,28.41,0.48,Ahmadabad,India,23.31N,72.52E
01-08-1927,27.004,0.438,Ahmadabad,India,23.31N,72.52E
01-09-1927,27.956,0.218,Ahmadabad,India,23.31N,72.52E
01-10-1927,27.497,0.247,Ahmadabad,India,23.31N,72.52E
01-11-1927,22.707,0.484,Ahmadabad,India,23.31N,72.52E
01-12-1927,20.221,0.683,Ahmadabad,India,23.31N,72.52E
01-01-1928,19.318,0.626,Ahmadabad,India,23.31N,72.52E
01-02-1928,21.758,0.329,Ahmadabad,India,23.31N,72.52E
01-03-1928,26.831,0.485,Ahmadabad,India,23.31N,72.52E
01-04-1928,31.099,0.647,Ahmadabad,India,23.31N,72.52E
01-05-1928,33.31,0.244,Ahmadabad,India,23.31N,72.52E
01-06-1928,31.4,1.001,Ahmadabad,India,23.31N,72.52E
01-07-1928,28.665,0.232,Ahmadabad,India,23.31N,72.52E
01-08-1928,27.569,0.354,Ahmadabad,India,23.31N,72.52E
01-09-1928,27.521,0.265,Ahmadabad,India,23.31N,72.52E
01-10-1928,27.91,0.489,Ahmadabad,India,23.31N,72.52E
01-11-1928,24.35,0.358,Ahmadabad,India,23.31N,72.52E
01-12-1928,19.476,0.577,Ahmadabad,India,23.31N,72.52E
01-01-1929,18.953,0.599,Ahmadabad,India,23.31N,72.52E
01-02-1929,21.11,0.916,Ahmadabad,India,23.31N,72.52E
01-03-1929,28.463,1.035,Ahmadabad,India,23.31N,72.52E
01-04-1929,31.123,0.48,Ahmadabad,India,23.31N,72.52E
01-05-1929,33.626,0.429,Ahmadabad,India,23.31N,72.52E
01-06-1929,31.887,0.298,Ahmadabad,India,23.31N,72.52E
01-07-1929,28.323,0.776,Ahmadabad,India,23.31N,72.52E
01-08-1929,26.962,0.334,Ahmadabad,India,23.31N,72.52E
01-09-1929,28.38,0.678,Ahmadabad,India,23.31N,72.52E
01-10-1929,27.605,0.399,Ahmadabad,India,23.31N,72.52E
01-11-1929,25.48,0.483,Ahmadabad,India,23.31N,72.52E
01-12-1929,19.18,0.402,Ahmadabad,India,23.31N,72.52E
01-01-1930,19.358,0.418,Ahmadabad,India,23.31N,72.52E
01-02-1930,21.149,0.258,Ahmadabad,India,23.31N,72.52E
01-03-1930,26.818,0.305,Ahmadabad,India,23.31N,72.52E
01-04-1930,30.159,0.376,Ahmadabad,India,23.31N,72.52E
01-05-1930,33.224,0.312,Ahmadabad,India,23.31N,72.52E
01-06-1930,32.074,0.237,Ahmadabad,India,23.31N,72.52E
01-07-1930,27.598,0.423,Ahmadabad,India,23.31N,72.52E
01-08-1930,26.935,0.246,Ahmadabad,India,23.31N,72.52E
01-09-1930,28.959,0.437,Ahmadabad,India,23.31N,72.52E
01-10-1930,28.608,0.303,Ahmadabad,India,23.31N,72.52E
01-11-1930,23.293,0.466,Ahmadabad,India,23.31N,72.52E
01-12-1930,20.803,0.426,Ahmadabad,India,23.31N,72.52E
01-01-1931,20.578,0.43,Ahmadabad,India,23.31N,72.52E
01-02-1931,20.725,0.468,Ahmadabad,India,23.31N,72.52E
01-03-1931,25.912,0.429,Ahmadabad,India,23.31N,72.52E
01-04-1931,31.669,0.363,Ahmadabad,India,23.31N,72.52E
01-05-1931,33.396,0.493,Ahmadabad,India,23.31N,72.52E
01-06-1931,33.367,0.239,Ahmadabad,India,23.31N,72.52E
01-07-1931,29.632,0.321,Ahmadabad,India,23.31N,72.52E
01-08-1931,28.113,0.281,Ahmadabad,India,23.31N,72.52E
01-09-1931,28.132,0.223,Ahmadabad,India,23.31N,72.52E
01-10-1931,26.73,0.184,Ahmadabad,India,23.31N,72.52E
01-11-1931,24.18,0.23,Ahmadabad,India,23.31N,72.52E
01-12-1931,20.953,0.494,Ahmadabad,India,23.31N,72.52E
01-01-1932,21.673,0.698,Ahmadabad,India,23.31N,72.52E
01-02-1932,21.416,0.524,Ahmadabad,India,23.31N,72.52E
01-03-1932,26.468,0.404,Ahmadabad,India,23.31N,72.52E
01-04-1932,30.001,0.419,Ahmadabad,India,23.31N,72.52E
01-05-1932,33.686,0.608,Ahmadabad,India,23.31N,72.52E
01-06-1932,31.798,0.399,Ahmadabad,India,23.31N,72.52E
01-07-1932,28.75,0.433,Ahmadabad,India,23.31N,72.52E
01-08-1932,27.254,0.209,Ahmadabad,India,23.31N,72.52E
01-09-1932,28.708,0.172,Ahmadabad,India,23.31N,72.52E
01-10-1932,28.409,0.246,Ahmadabad,India,23.31N,72.52E
01-11-1932,23.686,0.323,Ahmadabad,India,23.31N,72.52E
01-12-1932,21.005,0.369,Ahmadabad,India,23.31N,72.52E
01-01-1933,19.264,0.982,Ahmadabad,India,23.31N,72.52E
01-02-1933,21.96,0.313,Ahmadabad,India,23.31N,72.52E
01-03-1933,26.217,0.481,Ahmadabad,India,23.31N,72.52E
01-04-1933,30.011,0.352,Ahmadabad,India,23.31N,72.52E
01-05-1933,31.488,0.52,Ahmadabad,India,23.31N,72.52E
01-06-1933,31.305,0.18,Ahmadabad,India,23.31N,72.52E
01-07-1933,28.783,0.285,Ahmadabad,India,23.31N,72.52E
01-08-1933,27.012,0.475,Ahmadabad,India,23.31N,72.52E
01-09-1933,27.609,0.332,Ahmadabad,India,23.31N,72.52E
01-10-1933,27.204,0.335,Ahmadabad,India,23.31N,72.52E
01-11-1933,24.114,0.221,Ahmadabad,India,23.31N,72.52E
01-12-1933,20.521,0.455,Ahmadabad,India,23.31N,72.52E
01-01-1934,17.583,0.395,Ahmadabad,India,23.31N,72.52E
01-02-1934,23.139,1.032,Ahmadabad,India,23.31N,72.52E
01-03-1934,25.708,0.354,Ahmadabad,India,23.31N,72.52E
01-04-1934,30.937,0.384,Ahmadabad,India,23.31N,72.52E
01-05-1934,32.681,0.358,Ahmadabad,India,23.31N,72.52E
01-06-1934,31.612,0.429,Ahmadabad,India,23.31N,72.52E
01-07-1934,28.268,0.486,Ahmadabad,India,23.31N,72.52E
01-08-1934,27.344,0.524,Ahmadabad,India,23.31N,72.52E
01-09-1934,27.476,0.248,Ahmadabad,India,23.31N,72.52E
01-10-1934,26.906,0.551,Ahmadabad,India,23.31N,72.52E
01-11-1934,23.411,0.691,Ahmadabad,India,23.31N,72.52E
01-12-1934,21.105,0.421,Ahmadabad,India,23.31N,72.52E
01-01-1935,17.32,0.508,Ahmadabad,India,23.31N,72.52E
01-02-1935,21.512,0.323,Ahmadabad,India,23.31N,72.52E
01-03-1935,26.246,0.405,Ahmadabad,India,23.31N,72.52E
01-04-1935,28.561,0.462,Ahmadabad,India,23.31N,72.52E
