dt,AverageTemperature,Country,,,,,,,
01-02-1984,18.677,India,,,,,,,
01-03-1984,24.742,India,,,,,,,
01-04-1984,28.079,India,,,,,,,
01-05-1984,31.199,India,,,,,,,
01-06-1984,29.026,India,,,,,,,
01-07-1984,26.721,India,,,,,,,
01-08-1984,26.187,India,,,,,,,
01-09-1984,25.646,India,,,,,,,
01-10-1984,24.396,India,,,,,,,
01-11-1984,20.395,India,,,,,,,
01-12-1984,18.16,India,,,,,,,
01-01-1985,17.592,India,,,,,,,
01-02-1985,19.996,India,,,,,,,
01-03-1985,25.561,India,,,,,,,
01-04-1985,28.279,India,,,,,,,
01-05-1985,30.506,India,,,,,,,
01-06-1985,29.167,India,,,,,,,
01-07-1985,26.684,India,,,,,,,
01-08-1985,26.381,India,,,,,,,
01-09-1985,26.354,India,,,,,,,
01-10-1985,23.814,India,,,,,,,
01-11-1985,20.913,India,,,,,,,
01-12-1985,18.589,India,,,,,,,
01-01-1986,17.185,India,,,,,,,
01-02-1986,19.553,India,,,,,,,
01-03-1986,24.088,India,,,,,,,
01-04-1986,27.84,India,,,,,,,
01-05-1986,29.572,India,,,,,,,
01-06-1986,29.323,India,,,,,,,
01-07-1986,26.944,India,,,,,,,
01-08-1986,26.365,India,,,,,,,
01-09-1986,26.606,India,,,,,,,
01-10-1986,24.651,India,,,,,,,
01-11-1986,21.683,India,,,,,,,
01-12-1986,17.724,India,,,,,,,
01-01-1987,17.611,India,,,,,,,
01-02-1987,20.292,India,,,,,,,
01-03-1987,24.256,India,,,,,,,
01-04-1987,28.111,India,,,,,,,
01-05-1987,29.22,India,,,,,,,
01-06-1987,30.216,India,,,,,,,
01-07-1987,28.174,India,,,,,,,
01-08-1987,27.42,India,,,,,,,
01-09-1987,27.327,India,,,,,,,
01-10-1987,25.159,India,,,,,,,
01-11-1987,21.655,India,,,,,,,
01-12-1987,18.028,India,,,,,,,
01-01-1988,18.235,India,,,,,,,
01-02-1988,20.945,India,,,,,,,
01-03-1988,24.296,India,,,,,,,
01-04-1988,28.377,India,,,,,,,
01-05-1988,31.21,India,,,,,,,
01-06-1988,29.462,India,,,,,,,
01-07-1988,26.92,India,,,,,,,
01-08-1988,26.585,India,,,,,,,
01-09-1988,26.809,India,,,,,,,
01-10-1988,24.609,India,,,,,,,
01-11-1988,20.973,India,,,,,,,
01-12-1988,18.312,India,,,,,,,
01-01-1989,16.735,India,,,,,,,
01-02-1989,19.495,India,,,,,,,
01-03-1989,23.577,India,,,,,,,
01-04-1989,27.495,India,,,,,,,
01-05-1989,30.493,India,,,,,,,
01-06-1989,28.56,India,,,,,,,
01-07-1989,27.036,India,,,,,,,
01-08-1989,26.333,India,,,,,,,
01-09-1989,26.362,India,,,,,,,
01-10-1989,24.874,India,,,,,,,
01-11-1989,21.406,India,,,,,,,
01-12-1989,17.582,India,,,,,,,
01-01-1990,18.557,India,,,,,,,
01-02-1990,20.005,India,,,,,,,
01-03-1990,22.989,India,,,,,,,
01-04-1990,27.58,India,,,,,,,
01-05-1990,29.199,India,,,,,,,
01-06-1990,28.837,India,,,,,,,
01-07-1990,26.53,India,,,,,,,
01-08-1990,26.508,India,,,,,,,
01-09-1990,26.164,India,,,,,,,
01-10-1990,24.005,India,,,,,,,
01-11-1990,21.602,India,,,,,,,
01-12-1990,18.162,India,,,,,,,
01-01-1991,16.987,India,,,,,,,
01-02-1991,20.454,India,,,,,,,
01-03-1991,24.437,India,,,,,,,
01-04-1991,27.351,India,,,,,,,
01-05-1991,30.459,India,,,,,,,
01-06-1991,29.034,India,,,,,,,
01-07-1991,27.572,India,,,,,,,
01-08-1991,26.29,India,,,,,,,
01-09-1991,26.508,India,,,,,,,
01-10-1991,24.381,India,,,,,,,
01-11-1991,20.628,India,,,,,,,
01-12-1991,17.64,India,,,,,,,
01-01-1992,17.102,India,,,,,,,
01-02-1992,18.975,India,,,,,,,
01-03-1992,24.228,India,,,,,,,
01-04-1992,27.746,India,,,,,,,
01-05-1992,29.694,India,,,,,,,
01-06-1992,29.914,India,,,,,,,
01-07-1992,27.43,India,,,,,,,
01-08-1992,26.256,India,,,,,,,
01-09-1992,26.041,India,,,,,,,
01-10-1992,24.423,India,,,,,,,
01-11-1992,21.091,India,,,,,,,
01-12-1992,17.775,India,,,,,,,
01-01-1993,17.481,India,,,,,,,
01-02-1993,20.357,India,,,,,,,
01-03-1993,23.076,India,,,,,,,
01-04-1993,27.607,India,,,,,,,
01-05-1993,30.554,India,,,,,,,
01-06-1993,29.499,India,,,,,,,
01-07-1993,27.289,India,,,,,,,
01-08-1993,26.911,India,,,,,,,
01-09-1993,26,India,,,,,,,
01-10-1993,24.869,India,,,,,,,
01-11-1993,21.416,India,,,,,,,
01-12-1993,17.845,India,,,,,,,
01-01-1994,18.15,India,,,,,,,
01-02-1994,19.451,India,,,,,,,
01-03-1994,25.081,India,,,,,,,
01-04-1994,27.096,India,,,,,,,
01-05-1994,30.833,India,,,,,,,
01-06-1994,29.13,India,,,,,,,
01-07-1994,26.566,India,,,,,,,
01-08-1994,26.25,India,,,,,,,
01-09-1994,26.066,India,,,,,,,
01-10-1994,24.338,India,,,,,,,
01-11-1994,21.033,India,,,,,,,
01-12-1994,17.563,India,,,,,,,
01-01-1995,16.241,India,,,,,,,
01-02-1995,19.761,India,,,,,,,
01-03-1995,23.476,India,,,,,,,
01-04-1995,27.539,India,,,,,,,
01-05-1995,30.265,India,,,,,,,
01-06-1995,30.65,India,,,,,,,
01-07-1995,27.307,India,,,,,,,
01-08-1995,26.712,India,,,,,,,
01-09-1995,26.558,India,,,,,,,
01-10-1995,25.071,India,,,,,,,
01-11-1995,21.247,India,,,,,,,
01-12-1995,18.33,India,,,,,,,
01-01-1996,17.819,India,,,,,,,
01-02-1996,20.237,India,,,,,,,
01-03-1996,25.032,India,,,,,,,
01-04-1996,27.803,India,,,,,,,
01-05-1996,30.506,India,,,,,,,
01-06-1996,29.185,India,,,,,,,
01-07-1996,27.31,India,,,,,,,
01-08-1996,26.11,India,,,,,,,
01-09-1996,26.435,India,,,,,,,
01-10-1996,24.263,India,,,,,,,
01-11-1996,21.013,India,,,,,,,
01-12-1996,17.53,India,,,,,,,
01-01-1997,16.666,India,,,,,,,
01-02-1997,19.247,India,,,,,,,
01-03-1997,24.18,India,,,,,,,
01-04-1997,26.243,India,,,,,,,
01-05-1997,29.47,India,,,,,,,
01-06-1997,29.067,India,,,,,,,
01-07-1997,27.504,India,,,,,,,
01-08-1997,26.696,India,,,,,,,
01-09-1997,26.428,India,,,,,,,
01-10-1997,23.828,India,,,,,,,
01-11-1997,21.638,India,,,,,,,
01-12-1997,17.601,India,,,,,,,
01-01-1998,17.511,India,,,,,,,
01-02-1998,20.157,India,,,,,,,
01-03-1998,23.313,India,,,,,,,
01-04-1998,28.3,India,,,,,,,
01-05-1998,31.176,India,,,,,,,
01-06-1998,30.215,India,,,,,,,
01-07-1998,27.538,India,,,,,,,
01-08-1998,27.17,India,,,,,,,
01-09-1998,26.66,India,,,,,,,
01-10-1998,25.228,India,,,,,,,
01-11-1998,21.843,India,,,,,,,
01-12-1998,17.954,India,,,,,,,
01-01-1999,16.96,India,,,,,,,
01-02-1999,21.05,India,,,,,,,
01-03-1999,25.097,India,,,,,,,
01-04-1999,29.196,India,,,,,,,
01-05-1999,29.934,India,,,,,,,
01-06-1999,28.786,India,,,,,,,
01-07-1999,27.293,India,,,,,,,
01-08-1999,26.603,India,,,,,,,
01-09-1999,26.463,India,,,,,,,
01-10-1999,24.802,India,,,,,,,
01-11-1999,21.71,India,,,,,,,
01-12-1999,18.024,India,,,,,,,
01-01-2000,17.84,India,,,,,,,
01-02-2000,19.071,India,,,,,,,
01-03-2000,23.674,India,,,,,,,
01-04-2000,28.868,India,,,,,,,
01-05-2000,30.089,India,,,,,,,
01-06-2000,28.511,India,,,,,,,
01-07-2000,26.98,India,,,,,,,
01-08-2000,26.821,India,,,,,,,
01-09-2000,26.505,India,,,,,,,
01-10-2000,25.583,India,,,,,,,
01-11-2000,21.986,India,,,,,,,
01-12-2000,18.048,India,,,,,,,
01-01-2001,17.295,India,,,,,,,
01-02-2001,20.757,India,,,,,,,
01-03-2001,24.401,India,,,,,,,
01-04-2001,27.661,India,,,,,,,
01-05-2001,30.374,India,,,,,,,
01-06-2001,28.053,India,,,,,,,
01-07-2001,26.891,India,,,,,,,
01-08-2001,26.762,India,,,,,,,
01-09-2001,27.119,India,,,,,,,
01-10-2001,25.196,India,,,,,,,
01-11-2001,22.027,India,,,,,,,
01-12-2001,18.447,India,,,,,,,
01-01-2002,17.419,India,,,,,,,
01-02-2002,20.311,India,,,,,,,
01-03-2002,24.871,India,,,,,,,
01-04-2002,28.667,India,,,,,,,
01-05-2002,30.9,India,,,,,,,
01-06-2002,29.433,India,,,,,,,
01-07-2002,28.487,India,,,,,,,
01-08-2002,26.62,India,,,,,,,
01-09-2002,26.38,India,,,,,,,
01-10-2002,25.321,India,,,,,,,
01-11-2002,21.636,India,,,,,,,
01-12-2002,18.911,India,,,,,,,
01-01-2003,17.245,India,,,,,,,
01-02-2003,20.643,India,,,,,,,
01-03-2003,24.162,India,,,,,,,
01-04-2003,28.592,India,,,,,,,
01-05-2003,30.614,India,,,,,,,
01-06-2003,30.118,India,,,,,,,
01-07-2003,27.186,India,,,,,,,
01-08-2003,26.742,India,,,,,,,
01-09-2003,26.248,India,,,,,,,
01-10-2003,24.652,India,,,,,,,
01-11-2003,21.573,India,,,,,,,
01-12-2003,18.024,India,,,,,,,
01-01-2004,17.223,India,,,,,,,
01-02-2004,20.225,India,,,,,,,
01-03-2004,26.019,India,,,,,,,
01-04-2004,28.688,India,,,,,,,
01-05-2004,30.045,India,,,,,,,
01-06-2004,28.71,India,,,,,,,
01-07-2004,27.473,India,,,,,,,
01-08-2004,26.552,India,,,,,,,
01-09-2004,26.79,India,,,,,,,
01-10-2004,24.026,India,,,,,,,
01-11-2004,21.411,India,,,,,,,
01-12-2004,18.453,India,,,,,,,
01-01-2005,17.45,India,,,,,,,
01-02-2005,20.309,India,,,,,,,
01-03-2005,24.805,India,,,,,,,
01-04-2005,27.714,India,,,,,,,
01-05-2005,30.042,India,,,,,,,
01-06-2005,30.404,India,,,,,,,
01-07-2005,27.013,India,,,,,,,
01-08-2005,26.896,India,,,,,,,
01-09-2005,26.497,India,,,,,,,
01-10-2005,24.547,India,,,,,,,
01-11-2005,20.759,India,,,,,,,
01-12-2005,17.509,India,,,,,,,
01-01-2006,17.759,India,,,,,,,
01-02-2006,22.077,India,,,,,,,
01-03-2006,23.93,India,,,,,,,
01-04-2006,27.882,India,,,,,,,
01-05-2006,30.238,India,,,,,,,
01-06-2006,29.049,India,,,,,,,
01-07-2006,27.344,India,,,,,,,
01-08-2006,26.483,India,,,,,,,
01-09-2006,26.588,India,,,,,,,
01-10-2006,25.247,India,,,,,,,
01-11-2006,21.739,India,,,,,,,
01-12-2006,18.449,India,,,,,,,
01-01-2007,17.785,India,,,,,,,
01-02-2007,20.235,India,,,,,,,
01-03-2007,24.074,India,,,,,,,
01-04-2007,28.719,India,,,,,,,
01-05-2007,30.524,India,,,,,,,
01-06-2007,29.282,India,,,,,,,
01-07-2007,27.362,India,,,,,,,
01-08-2007,26.917,India,,,,,,,
01-09-2007,26.498,India,,,,,,,
01-10-2007,24.696,India,,,,,,,
01-11-2007,21.55,India,,,,,,,
01-12-2007,18.157,India,,,,,,,
01-01-2008,17.248,India,,,,,,,
01-02-2008,18.853,India,,,,,,,
01-03-2008,24.873,India,,,,,,,
01-04-2008,27.822,India,,,,,,,
01-05-2008,30.079,India,,,,,,,
01-06-2008,28.033,India,,,,,,,
01-07-2008,27.152,India,,,,,,,
01-08-2008,26.407,India,,,,,,,
01-09-2008,26.382,India,,,,,,,
01-10-2008,25.083,India,,,,,,,
01-11-2008,21.696,India,,,,,,,
01-12-2008,19.244,India,,,,,,,
01-01-2009,18.661,India,,,,,,,
01-02-2009,21.516,India,,,,,,,
01-03-2009,25.083,India,,,,,,,
01-04-2009,28.665,India,,,,,,,
01-05-2009,30.493,India,,,,,,,
01-06-2009,30.409,India,,,,,,,
01-07-2009,27.611,India,,,,,,,
01-08-2009,27.379,India,,,,,,,
01-09-2009,27.08,India,,,,,,,
01-10-2009,24.775,India,,,,,,,
01-11-2009,21.457,India,,,,,,,
01-12-2009,18.631,India,,,,,,,
01-01-2010,17.109,India,,,,,,,
01-02-2010,20.764,India,,,,,,,
01-03-2010,26.373,India,,,,,,,
01-04-2010,29.814,India,,,,,,,
01-05-2010,31.169,India,,,,,,,
01-06-2010,29.908,India,,,,,,,
01-07-2010,27.433,India,,,,,,,
01-08-2010,26.892,India,,,,,,,
01-09-2010,26.296,India,,,,,,,
01-10-2010,25.193,India,,,,,,,
01-11-2010,22.204,India,,,,,,,
01-12-2010,17.455,India,,,,,,,
01-01-2011,16.478,India,,,,,,,
01-02-2011,20.07,India,,,,,,,
01-03-2011,24.595,India,,,,,,,
01-04-2011,27.273,India,,,,,,,
01-05-2011,30.421,India,,,,,,,
01-06-2011,28.871,India,,,,,,,
01-07-2011,27.209,India,,,,,,,
01-08-2011,26.533,India,,,,,,,
01-09-2011,26.321,India,,,,,,,
01-10-2011,25.061,India,,,,,,,
01-11-2011,21.982,India,,,,,,,
01-12-2011,18.173,India,,,,,,,
01-01-2012,16.778,India,,,,,,,
01-02-2012,19.791,India,,,,,,,
01-03-2012,24.354,India,,,,,,,
01-04-2012,28.067,India,,,,,,,
01-05-2012,30.805,India,,,,,,,
01-06-2012,30.536,India,,,,,,,
01-07-2012,27.699,India,,,,,,,
01-08-2012,26.735,India,,,,,,,
01-09-2012,26.551,India,,,,,,,
01-10-2012,24.59,India,,,,,,,
01-11-2012,21.162,India,,,,,,,
01-12-2012,18.622,India,,,,,,,
